source,source_id,url,price,currency,property_type,land_area_m2,construction_area_m2,bedrooms,bathrooms,parking_spaces,age_years,price_per_construction_m2,price_per_land_m2,latitude,longitude,coordinate_quality,state,municipality,neighborhood,postal_code,street,inegi_cve_ageb,ageb_assignment_quality,population,occupied_housing,population_density,housing_density,car_ownership_ratio,internet_access_ratio,average_schooling,employment_ratio,establishments_500m,establishments_1km,retail_500m,retail_1km,restaurants_hotels_500m,restaurants_hotels_1km,health_500m,health_1km,education_500m,education_1km,financial_500m,financial_1km,professional_services_500m,professional_services_1km,training_readiness,market_segment,price_band,quality_flags
mercadolibre,MLM-5252272280,https://departamento.mercadolibre.com.mx/MLM-5252272280-departamento-en-planta-baja-2-recamaras-y-1-bano-en-ahuatlan-_JM,1745000.0,MXN,departamento,71.0,71.0,2,2.0,1,,24577.46,,,,medium,Morelos,Cuernavaca,Ahuatlan Tzompantle,,,051A,approximate_coordinate,6076.0,1649.0,2685.5540217268144,728.8476928616716,0.4329896907216495,0.6300788356579745,10.09,0.9791542584871947,213,535,113,295,30,66,8,16,1,12,1,1,2,10,B,residential,1M-2M,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-3240650217,https://terreno.mercadolibre.com.mx/MLM-3240650217-venta-de-terreno-en-tetelcingo-cuautla-mor-_JM,7000000.0,MXN,terreno,1000.0,,,,,,,7000.0,,,medium,Morelos,Cuautla,Tetelcingo,,,0832,approximate_coordinate,4782.0,1262.0,4120.9850493128815,1087.553979973412,0.3795562599049128,0.47385103011093505,9.02,0.9799054373522459,52,370,33,196,8,70,1,2,2,4,1,3,0,1,B,land,5M-8M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-2605315741,https://terreno.mercadolibre.com.mx/MLM-2605315741-terreno-plano-jiutepec-morelos-_JM,8190000.0,MXN,terreno,2925.0,,,,,,,2800.0,,,medium,Morelos,Jiutepec,Tlahuapan,,,1065,approximate_coordinate,4717.0,1441.0,8162.233260786099,2493.4869893561095,0.5905621096460791,0.7925052047189451,12.08,0.9761336515513126,308,1401,139,592,40,187,8,80,7,34,3,8,10,33,B,land,8M-12M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5758912546,https://departamento.mercadolibre.com.mx/MLM-5758912546-departamento-en-venta-en-morelos-_JM,1092000.0,MXN,departamento,71.0,71.0,3,2.0,1,,15380.28,,,,medium,Morelos,Emiliano Zapata,Emiliano Zapata,,,0038,approximate_coordinate,4664.0,1272.0,11925.068484559137,3252.2914048797647,0.2940251572327044,0.5345911949685535,9.3,0.9810126582278481,788,1784,414,892,76,207,33,62,17,30,6,12,13,23,B,residential,1M-2M,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-5029737738,https://departamento.mercadolibre.com.mx/MLM-5029737738-penthouse-en-venta-residencial-averanda-cuernavaca-morelos-_JM,9500000.0,MXN,departamento,187.0,187.0,5,2.0,2,,50802.14,,,,medium,Morelos,Cuernavaca,Villas Del Lago,,,0609,approximate_coordinate,1340.0,411.0,1591.5286222621496,488.14795802219663,0.6447688564476886,0.7883211678832117,12.03,0.9624819624819625,379,1303,179,575,66,226,11,46,8,33,8,14,4,22,B,residential,8M-12M,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-2711592527,https://terreno.mercadolibre.com.mx/MLM-2711592527-terreno-en-venta-lomas-de-cocoyoc-_JM,2600000.0,MXN,terreno,350.0,,,,,,,7428.57,,,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838791,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,land,2M-3M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5158987186,https://departamento.mercadolibre.com.mx/MLM-5158987186-pre-venta-de-loft-oaxtepec-morelos-_JM,2830000.0,MXN,departamento,10.0,167.0,2,2.0,1,,16946.11,,,,medium,Morelos,Yautepec,Oaxtepec,,,0108,approximate_coordinate,1976.0,603.0,1985.85527835229,606.0074558939427,0.48258706467661694,0.6252072968490879,10.5,0.973172987974098,489,820,212,337,127,202,22,35,3,10,2,3,10,19,B,residential,2M-3M,"missing_coordinates,suspicious_surface_pair"
mercadolibre,MLM-2714460935,https://terreno.mercadolibre.com.mx/MLM-2714460935-buen-terreno-en-venta-jiutepecmorelos-pedregal-de-las-fuentes-_JM,5000000.0,MXN,terreno,1900.0,,,,,,,2631.58,,,medium,Morelos,Jiutepec,Pedregal De Las Fuentes,,,0230,approximate_coordinate,1506.0,513.0,2126.9645529782256,724.5237819905907,0.7875243664717348,0.9083820662768031,13.56,0.9685610640870617,34,514,10,223,5,70,0,22,4,17,0,1,0,7,B,land,5M-8M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5759035018,https://departamento.mercadolibre.com.mx/MLM-5759035018-departamento-en-venta-en-morelos-_JM,896000.0,MXN,departamento,42.0,42.0,3,2.0,1,,21333.33,,,,medium,Morelos,Emiliano Zapata,Emiliano Zapata,,,0038,approximate_coordinate,4664.0,1272.0,11925.068484559137,3252.2914048797647,0.2940251572327044,0.5345911949685535,9.3,0.9810126582278481,788,1784,414,892,76,207,33,62,17,30,6,12,13,23,B,residential,<1M,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-5439156362,https://departamento.mercadolibre.com.mx/MLM-5439156362-departamento-con-roof-garden-preventa-_JM,2150000.0,MXN,departamento,120.0,62.0,2,2.0,2,,34677.42,,,,medium,Morelos,Temixco,Miguel Hidalgo,,,0496,approximate_coordinate,3345.0,1079.0,6252.677039313182,2016.932294594596,0.33271547729379053,0.5468025949953661,10.19,0.9728832318760376,483,1004,216,468,61,120,32,53,16,27,21,26,4,17,B,residential,2M-3M,missing_coordinates
mercadolibre,MLM-2904775299,https://departamento.mercadolibre.com.mx/MLM-2904775299-departamento-en-venta-en-morelos-_JM,1142000.0,MXN,departamento,71.0,71.0,3,2.0,1,,16084.51,,,,medium,Morelos,Emiliano Zapata,Emiliano Zapata,,,0038,approximate_coordinate,4664.0,1272.0,11925.068484559137,3252.2914048797647,0.2940251572327044,0.5345911949685535,9.3,0.9810126582278481,788,1784,414,892,76,207,33,62,17,30,6,12,13,23,B,residential,1M-2M,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-5229647088,https://departamento.mercadolibre.com.mx/MLM-5229647088-departamento-oportunidad-a-credito-_JM,660000.0,MXN,departamento,60.0,45.0,2,2.0,1,,14666.67,,,,medium,Morelos,Temixco,Lauro Ortega,,,0689,approximate_coordinate,2450.0,640.0,4660.181968652193,1217.3536571173076,0.30625,0.5265625,8.1,0.9854838709677419,147,502,69,260,18,57,2,14,1,6,0,0,2,9,B,residential,<1M,missing_coordinates
mercadolibre,MLM-5832019542,https://terreno.mercadolibre.com.mx/MLM-5832019542-venta-terreno-tlayecac-ayala-morelos-_JM,38000000.0,MXN,terreno,45693.0,,,,,,,831.64,,,medium,Morelos,Ayala,Tlayecac,,,0043,approximate_coordinate,1614.0,459.0,4698.920401625593,1336.3100770422222,0.4684095860566449,0.45751633986928103,9.3,0.9942196531791907,104,160,48,70,14,25,2,3,4,6,0,0,1,1,B,land,>20M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-2973571541,https://departamento.mercadolibre.com.mx/MLM-2973571541-departamento-centrico-en-planta-baja-_JM,1480000.0,MXN,departamento,70.0,70.0,2,2.0,1,,21142.86,,,,medium,Morelos,Cuernavaca,La Pradera,,,012A,approximate_coordinate,4133.0,1476.0,2395.155084562358,855.371135933714,0.7018970189701897,0.8638211382113821,13.53,0.9696021457308895,269,1081,61,337,47,129,12,75,21,64,2,10,22,41,B,residential,1M-2M,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-2745738901,https://terreno.mercadolibre.com.mx/MLM-2745738901-se-vende-terreno-en-campo-de-golf-en-lomas-de-cocoyoc-_JM,4488000.0,MXN,terreno,660.0,,,,,,,6800.0,,,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838791,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,land,3M-5M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-2811420647,https://terreno.mercadolibre.com.mx/MLM-2811420647-oportunidad-de-invertir-terreno-doble-frente-y-arboles-frutales-en-cuautla-morclave-6153-_JM,1150000.0,MXN,terreno,408.0,,3,,,,,2818.63,,,medium,Morelos,Cuautla,Hermenegildo Galeana,,,0476,approximate_coordinate,2592.0,802.0,6350.453763750154,1964.9166352344228,0.4077306733167082,0.6458852867830424,11.07,0.9784122562674095,497,1496,178,557,78,259,40,95,12,43,2,18,13,25,B,land,1M-2M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-3290173487,https://departamento.mercadolibre.com.mx/MLM-3290173487-venta-departamento-1-ambiente-amador-salazar-_JM,1300000.0,MXN,departamento,310.0,310.0,1,1.0,1,,4193.55,,,,medium,Morelos,Yautepec,Amador Salazar,,,0540,approximate_coordinate,1938.0,535.0,5015.249973501096,1384.4988316940592,0.3364485981308411,0.48411214953271026,8.72,0.9775280898876404,198,779,92,395,15,71,7,24,4,22,0,1,2,6,B,residential,1M-2M,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-3254951645,https://terreno.mercadolibre.com.mx/MLM-3254951645-venta-de-bonito-terreno-en-san-pedro-apatlaco-ayala270000-_JM,270000.0,MXN,terreno,148.0,,,,,,,1824.32,,,medium,Morelos,Ayala,San Pedro Apatlaco,,,0077,approximate_coordinate,6148.0,1804.0,8260.873582393971,2423.9778696549647,0.2893569844789357,0.4611973392461197,9.29,0.9799539927702925,300,587,123,246,56,90,10,13,8,11,0,0,1,2,B,land,<1M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5010716328,https://departamento.mercadolibre.com.mx/MLM-5010716328-venta-de-propiedad-atencio-inversionistas-en-col-revolucion-en-dos-niveles-ideal-para-inversionistas-_JM,2650000.0,MXN,departamento,197.0,357.0,3,3.0,1,,7422.97,,,,medium,Morelos,Cuernavaca,Revolución,,,1306,approximate_coordinate,2161.0,623.0,5114.034333960833,1474.3375243209618,0.45425361155698235,0.637239165329053,10.67,0.968833481745325,561,1730,199,660,108,243,25,62,8,37,8,10,16,38,B,residential,2M-3M,missing_coordinates
mercadolibre,MLM-4747030498,https://terreno.mercadolibre.com.mx/MLM-4747030498-terreno-en-venta-500-m2-colonia-caudillo-del-sur-yautepec-ubicado-atras-de-la-gasolinera-que-esta-junto-a-la-unidad-deportiva-atlihuayan-_JM,250000.0,MXN,terreno,500.0,,,,,,,500.0,,,medium,Morelos,Jiutepec,Jiutepec,,,0620,approximate_coordinate,3641.0,1153.0,3802.7897203156135,1204.234152025241,0.593235039028621,0.7632263660017347,12.23,0.9759229534510433,779,1118,318,455,111,146,55,77,18,30,7,8,15,19,B,land,<1M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5229571020,https://departamento.mercadolibre.com.mx/MLM-5229571020-departamento-con-alberca-en-punta-verde-temixco-_JM,720000.0,MXN,departamento,43.0,42.0,2,2.0,1,,17142.86,,,,medium,Morelos,Temixco,Lauro Ortega,,,0689,approximate_coordinate,2450.0,640.0,4660.181968652193,1217.3536571173076,0.30625,0.5265625,8.1,0.9854838709677419,147,502,69,260,18,57,2,14,1,6,0,0,2,9,B,residential,<1M,missing_coordinates
mercadolibre,MLM-4957380218,https://terreno.mercadolibre.com.mx/MLM-4957380218-se-vende-terreno-en-lomas-de-cocoyoc-_JM,2924870.0,MXN,terreno,450.0,,,,,,,6499.71,,,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838791,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,land,2M-3M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5229646408,https://departamento.mercadolibre.com.mx/MLM-5229646408-bonito-departamento-con-alberca-en-campo-verde-temixco-_JM,650000.0,MXN,departamento,42.0,42.0,1,1.0,1,,15476.19,,,,medium,Morelos,Temixco,Pueblo Viejo,,,0797,approximate_coordinate,1018.0,264.0,4398.802163403339,1140.7502663442845,0.32954545454545453,0.45454545454545453,8.16,0.9817813765182186,209,436,110,223,22,45,5,9,7,13,0,0,4,6,B,residential,<1M,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-2945662823,https://departamento.mercadolibre.com.mx/MLM-2945662823-lindo-y-amplio-departamento-en-1er-nivel-c-142-mts-cuenta-con-3-habitaciones-la-principal-con-bano-privado-sala-comedor-cocina-equipada-area-de-lavado-estacionamiento-para-3-autos-techado-gas-estacio-_JM,3950000.0,MXN,departamento,800.0,142.0,3,2.0,2,,27816.9,,,,medium,Morelos,Cuernavaca,Miraval,,,0153,approximate_coordinate,2273.0,786.0,3568.732428562898,1234.062335613919,0.5585241730279898,0.8346055979643766,12.38,0.9834494773519163,539,2457,161,892,66,287,65,214,27,74,7,29,23,91,B,residential,3M-5M,missing_coordinates
mercadolibre,MLM-5370001378,https://terreno.mercadolibre.com.mx/MLM-5370001378-se-vende-terreno-en-oportunidad-en-lomas-de-cocoyoc-_JM,3731662.0,MXN,terreno,643.0,,,,,,,5803.52,,,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838791,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,land,3M-5M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-3240939371,https://terreno.mercadolibre.com.mx/MLM-3240939371-venta-de-terreno-en-cuautla-morelos-zona-centro-_JM,13000000.0,MXN,terreno,1734.0,,,,,,,7497.12,,,medium,Morelos,Cuautla,Centro,,,0832,approximate_coordinate,4782.0,1262.0,4120.9850493128815,1087.553979973412,0.3795562599049128,0.47385103011093505,9.02,0.9799054373522459,203,580,92,274,35,93,4,11,6,15,0,0,0,2,B,land,12M-20M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-4602135488,https://terreno.mercadolibre.com.mx/MLM-4602135488-terreno-en-venta-subdivisible-en-el-centro-de-jiutepec-mor-mexico-_JM,10456000.0,MXN,terreno,4268.0,,,,,,,2449.86,,,medium,Morelos,Jiutepec,Centro Jiutepec,,,1084,approximate_coordinate,2129.0,704.0,6005.284940640889,1985.7776412452727,0.5710227272727273,0.8181818181818182,12.54,0.9747211895910781,545,1899,218,865,75,232,27,74,32,49,12,16,9,29,B,land,8M-12M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-2358439615,https://departamento.mercadolibre.com.mx/MLM-2358439615-loft-en-venta-_JM,2700000.0,MXN,departamento,130.0,65.0,1,1.0,1,,41538.46,,,,medium,Morelos,Cuernavaca,Tetela Del Monte,,,051A,approximate_coordinate,6076.0,1649.0,2685.5540217268144,728.8476928616716,0.4329896907216495,0.6300788356579745,10.09,0.9791542584871947,233,520,133,304,31,61,8,14,1,12,1,1,2,8,B,residential,2M-3M,missing_coordinates
mercadolibre,MLM-2438464407,https://terreno.mercadolibre.com.mx/MLM-2438464407-se-vende-terreno-con-construccion-en-el-fraccionamiento-lomas-de-cocoyoc-_JM,5950000.0,MXN,terreno,829.0,,,,,,,7177.32,,,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838791,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,land,5M-8M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5064745416,https://terreno.mercadolibre.com.mx/MLM-5064745416-espectacular-terreno-residencial-colindando-con-residencial-sumiya-_JM,50000000.0,MXN,terreno,14850.0,,,,,,,3367.0,,,medium,Morelos,Jiutepec,Sumiya,,,0122,approximate_coordinate,1858.0,564.0,1540.789692968381,467.71011132086477,0.74822695035461,0.8156028368794326,12.28,0.9752380952380952,13,200,5,81,2,21,0,6,0,7,0,0,0,1,B,land,>20M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5608415186,https://terreno.mercadolibre.com.mx/MLM-5608415186-terreno-en-venta-en-lomas-de-cocoyoc-675-m2-irregular-y-vista-abierta-_JM,4224000.0,MXN,terreno,675.85,,,,,,,6249.91,,,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838791,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,land,3M-5M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-4791732752,https://terreno.mercadolibre.com.mx/MLM-4791732752-terreno-en-cuautla-morelos-_JM,3750000.0,MXN,terreno,835.0,,2,,,,,4491.02,,,medium,Morelos,Cuautla,Lázaro Cárdenas,,,0368,approximate_coordinate,1914.0,476.0,3580.4896156099,890.4456933282719,0.47058823529411764,0.5105042016806722,9.39,0.9818763326226013,293,726,144,318,35,115,8,22,7,11,0,2,3,8,B,land,3M-5M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-3129049605,https://departamento.mercadolibre.com.mx/MLM-3129049605-departamento-loft-oaxtepec-_JM,2977000.0,MXN,departamento,167.0,167.0,2,2.0,2,,17826.35,,,,medium,Morelos,Yautepec,Oaxtepec Centro,,,0273,approximate_coordinate,45.0,12.0,30.915232939279242,8.244062117141132,0.5833333333333334,0.6666666666666666,11.36,1.0,49,557,13,222,28,184,0,20,4,9,0,2,0,11,B,residential,2M-3M,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-5718305536,https://terreno.mercadolibre.com.mx/MLM-5718305536-terreno-en-venta-en-tlayecac-ayala-morelos-_JM,30850000.0,MXN,terreno,44051.0,,,,,,,700.32,,,medium,Morelos,Ayala,Tlayecac,,,0043,approximate_coordinate,1614.0,459.0,4698.920401625593,1336.3100770422222,0.4684095860566449,0.45751633986928103,9.3,0.9942196531791907,104,160,48,70,14,25,2,3,4,6,0,0,1,1,B,land,>20M,"missing_construction_area,missing_coordinates"
